3,1
6,0
9,0
12,0
15,0
21,0
24,1
27,0
30,0
33,0
36,0
39,0
42,0
45,0
48,0
51,0
54,1
57,0
60,0
63,0
69,0
72,0
81,0
84,0
87,0
90,0
93,0
96,0
99,0
102,0
105,0
108,0
111,0
114,0
117,0
120,0
129,0
132,0
141,0
144,0
147,0
150,0
153,0
156,1
159,0
162,0
165,0
171,0
174,0
177,0
180,0
186,0
189,0
192,0
198,0
201,0
213,0
225,0
330,0
369,0
459,0
624,0
888,0
984,0
1086,0
1134,0
1203,0
1308,0
1431,0
1434,0
1440,0
1446,0
1452,0
1455,0
1458,0
1461,0
1464,0
1467,0
1470,0
1476,0
1479,0
1485,1
1488,1
1494,0
1497,1
1500,0
1503,0
1506,0
1509,0
1512,0
1515,0
1518,0
1524,1
1527,0
1530,0
1533,0
1536,0
1539,0
1542,0
1545,0
1548,0
1551,1
1554,0
1557,0
1560,0
1563,0
1566,0
1569,0
1572,0
1578,1
1581,0
1584,0
1587,0
1590,0
1593,0
1596,0
1599,0
1602,0
1605,1
1608,0
1611,0
1614,0
1617,0
1620,0
1623,0
1626,0
1629,0
1638,0
1641,0
1644,0
1647,0
1650,0
1653,0
1656,0
1659,0
1665,0
1668,0
1671,0
1677,0
1680,0
1686,0
1689,0
1692,0
1695,0
1698,0
1701,0
1704,0
1707,0
1710,1
1713,0
1716,1
1719,0
1722,0
1725,0
1728,0
1731,0
1734,0
1737,0
1740,0
1743,0
1746,0
1749,0
1752,0
1755,0
1758,0
1764,0
1773,0
1776,1
1785,0
1788,1
1791,1
1797,0
1800,0
1803,1
1809,1
1818,1
1821,0
1824,0
1827,0
1830,0
1833,1
1836,0
1839,0
1842,0
1845,0
1848,0
1851,0
1854,0
1857,0
1869,0
1872,0
1875,1
1878,0
1881,0
1893,0
1896,0
1905,0
1911,0
1914,0
1920,0
1923,0
1926,0
1929,0
1932,0
1935,0
1938,1
1941,1
1947,0
1950,0
1953,0
1956,0
1959,0
1965,0
1968,1
1971,1
1974,0
1980,0
1986,0
1989,0
1992,0
1998,0
2004,0
2007,0
2010,0
2013,0
2019,0
2022,0
2028,0
2037,1
2040,0
2043,0
2046,0
2049,0
2052,1
2055,0
2058,0
2061,1
2064,0
2067,0
2070,0
2079,0
2085,0
2091,0
2094,0
2100,0
