1,82
2,100
65539,1262
3,211
4,30
5,211
6,34
65543,1316
7,211
8,36
9,106
10,88
11,222
12,230
13,102
14,56
15,45
16,30
19,106
20,142
21,268
22,286
23,262
24,232
25,49
26,57
27,146
28,143
29,42
30,54
32,58
33,57
34,78
35,703
36,62
37,112
38,118
39,35
40,145
41,49
42,143
43,206
44,59
45,168
46,129
47,106
48,142
65585,1804
49,100
65584,1698
50,117
51,269
52,287
53,88
54,292
65591,137
55,150
56,123
57,129
65592,232
58,69
59,415
60,475
61,104
62,122
65599,411
63,70
65601,156
64,394
65,77
65603,566
67,288
65602,189
68,319
69,338
70,355
71,500
72,45
73,39
74,430
79,145
81,59
82,72
83,78
84,159
85,172
86,44
87,161
88,168
89,58
90,329
91,67
92,138
93,99
94,495
95,571
96,955
97,104
98,955
99,104
100,46
101,58
102,115
103,263
104,285
105,60
106,206
107,101
65642,764
108,118
65645,764
65644,108
65647,108
111,61
65649,455
112,49
113,71
65648,218
114,81
65651,650
115,122
65650,764
116,63
65653,84
117,210
65652,79
65655,168
118,962
119,113
120,327
121,345
122,100
127,129
128,295
129,42
130,57
131,50
132,142
133,60
65668,156
134,44
65670,767
65673,302
140,757
141,235
142,306
144,785
145,233
65680,307
146,100
65683,144
147,168
148,57
149,54
150,224
151,57
152,158
153,48
65688,105
154,171
155,227
65690,131
156,435
65692,105
158,655
65695,186
159,117
160,59
161,233
65696,411
162,77
163,683
165,716
166,46
167,66
169,70
171,153
172,94
173,111
174,264
175,484
176,510
177,607
178,629
180,90
65717,57
181,217
65719,134
65718,294
184,60
185,66
65720,767
186,60
65723,190
187,68
65725,435
189,64
65724,166
65727,115
190,52
191,52
65726,166
192,199
65729,97
193,77
65728,141
194,155
65731,63
65733,48
198,159
65735,195
199,64
65734,119
200,35
65737,300
201,27
65736,54
65739,285
202,77
65738,98
65741,435
205,70
65740,308
206,82
65743,179
65742,66
65745,338
209,69
65744,237
65747,101
211,62
65746,58
212,70
213,292
65755,45
65754,46
65756,133
225,65
65764,123
65767,135
65766,79
65768,169
65774,173
65777,257
65781,161
65797,99
65796,91
65799,79
65798,77
65801,145
65800,517
65803,123
65802,572
65805,154
65804,316
65807,443
65806,212
65813,328
65812,322
65815,443
65814,349
65817,462
65816,458
65819,309
65818,675
65821,423
65823,140
65822,206
65825,102
65824,163
65826,237
65829,878
65828,148
65839,219
65840,306
65842,374
65844,148
65847,48
65846,169
65849,141
65851,243
65852,258
65855,1914
65859,2030
65858,413
65861,133
65860,122
65863,308
65862,208
65865,366
330,61
332,106
337,103
65875,174
65876,79
65879,123
65878,142
65881,117
65880,52
65883,149
65885,135
65884,125
65887,496
65889,518
65901,222
65900,144
65903,214
65902,105
369,60
65904,572
65907,123
65909,168
65908,139
65911,105
65913,404
65912,175
65915,45
65917,356
65916,101
65921,81
65920,109
65923,161
65922,126
65925,354
65927,161
65926,47
392,61
65929,134
65928,48
65930,81
65933,373
65932,159
65935,110
65934,221
65939,349
65941,133
65940,225
65942,370
413,64
65953,92
65955,216
65954,170
65957,489
65956,244
65959,252
65958,220
65960,497
65963,92
65965,170
65966,105
65971,419
65970,407
65973,89
65972,170
65975,139
65974,175
65977,155
65976,40
65979,178
442,60
65981,105
65980,207
65983,290
65982,43
65985,329
65984,313
65987,228
65986,192
65989,376
65988,242
459,71
66001,251
66002,366
66007,295
66006,297
66009,140
66008,407
66011,256
66010,241
66013,1952
66012,1024
66015,1345
66014,419
66016,2069
484,63
496,66
66037,131
66036,92
66039,165
66038,142
66041,197
66040,191
66043,213
66044,308
66046,366
66049,89
66048,295
66051,219
66050,175
66053,517
66052,251
66055,48
66054,79
66057,79
66056,119
66059,163
66058,142
66061,301
66060,192
66063,327
66062,307
66065,421
66067,440
66066,436
66069,40
66068,123
66071,52
66070,145
66073,99
66072,91
66074,117
66077,77
66076,149
66079,54
